advertised_date,number_of_bedrooms,rent,floor_area,level,suburb,furnished,tenancy_preference,number_of_bathrooms,point_of_contact,secondary_address,building_number,street_name,street_suffix,prefix,first_name,last_name,gender,phone_number,email
2022-06-20,2,580.0,1000,ground out of 2,brisbane,semi-furnished,bachelors/family,2,contact agent,level 0,614,hodges break,pass,mr.,richard,bean,m,+61.481.332.144,qlong@example.net
2022-05-18,3,617.0,2000,2 out of 4,brisbane,semi-furnished,bachelors/family,3,contact agent,07/,13,justin flat,strand,mrs.,dorothy,massey,f,(02)93974305,jeremyho@example.com
2022-06-12,2,574.0,1130,ground out of 4,brisbane,unfurnished,family,2,contact owner,717/,417,johnson highroad,bend,mr.,jordan,wells,m,03-0140-7733,hunterdavis@example.org
2022-06-20,2,567.0,500,2 out of 5,brisbane,semi-furnished,bachelors/family,1,contact owner,apt. 691,99,meghan hill,rotary,nan,kelly,lopez,u,+61-413-019-248,kimberlybaker@example.com
2022-05-10,1,565.0,600,ground out of 3,brisbane,unfurnished,bachelors/family,1,contact owner,suite 183,394,lisa parklands,promenade,mr.,andrew,smith,m,(07) 5146 3241,yjenkins@example.net
2022-05-31,2,576.0,850,1 out of 2,brisbane,semi-furnished,bachelors/family,2,contact owner,flat 45,2,hernandez extension,viaduct,mrs.,melissa,johnson,f,07-3294-0839,robert28@example.com
2022-05-27,1,561.0,600,1 out of 4,brisbane,unfurnished,bachelors/family,1,contact owner,apt. 490,97,pena mount,centre,dr.,vernon,pham,m,03 1523 5883,qwells@example.org
2022-05-23,2,576.0,600,1 out of 3,brisbane,unfurnished,bachelors/family,1,contact owner,suite 587,9,hernandez spur,cruiseway,dr.,danielle,hubbard,f,+61 2 9627 2527,anna20@example.org
2022-06-23,2,568.0,700,1 out of 4,brisbane,semi-furnished,bachelors/family,1,contact owner,341/,81,garcia wynd,frontage,nan,gregory,anderson,u,(03)-7678-2145,sturner@example.com
2022-06-20,1,565.0,400,1 out of 1,brisbane,unfurnished,bachelors/family,1,contact owner,unit 54,681,mendoza parklands,broadway,mrs.,kathryn,dunlap,f,0407-714-640,hcummings@example.com
2022-05-23,1,563.0,400,3 out of 4,brisbane,semi-furnished,bachelors/family,1,contact owner,273/,4,erik ronde,dell,dr.,james,miller,m,(02)90143001,rodriguezcharlotte@example.net
2022-05-14,3,574.0,1200,ground out of 2,brisbane,semi-furnished,family,3,contact owner,unit 52,297,atkinson laneway,pass,dr.,rebecca,chan,f,+61 2 5496 0468,hancockcharles@example.net
2022-06-16,3,603.0,1200,2 out of 3,brisbane,semi-furnished,bachelors/family,3,contact owner,apt. 004,68,cherry plaza,service way,mr.,caleb,thornton,m,(02)71635325,nboyd@example.net
2022-06-23,2,563.0,700,1 out of 2,brisbane,unfurnished,bachelors/family,1,contact owner,apt. 391,26,gregory brace,grange,dr.,catherine,stone,f,+61.8.8530.8347,shawn91@example.net
2022-05-31,1,577.0,610,10 out of 10,brisbane,semi-furnished,bachelors/family,1,contact owner,14/,8,green underpass,steps,nan,david,kirk,u,+61.499.141.460,yhunter@example.org
2022-05-31,1,565.0,800,3 out of 4,brisbane,unfurnished,bachelors/family,1,contact owner,level 5,652,john state highway,plaza,mr.,john,barrera,m,+61809985306,moraedward@example.com
2022-06-21,1,565.0,550,2 out of 3,brisbane,semi-furnished,bachelors/family,1,contact owner,suite 837,510,daniel villas,concourse,nan,sarah,anderson,u,8410-3574,longmichael@example.net
2022-05-27,2,567.0,750,1 out of 4,brisbane,semi-furnished,bachelors/family,1,contact owner,474/,69,stewart quadrangle,line,dr.,saksham,dubey,f,+61.497.216.501,andersonmathew@example.org
2022-06-04,2,572.0,700,1 out of 3,brisbane,semi-furnished,bachelors,2,contact owner,suite 595,25,shannon court,viaduct,mrs.,veronica,foster,f,(08).7374.0039,wendyhill@example.com
2022-05-22,1,567.0,600,2 out of 2,brisbane,semi-furnished,bachelors/family,1,contact owner,level 9,6,ball mew,plateau,nan,lynette,kirk,u,08.5630.5079,david64@example.net
2022-06-20,1,564.0,360,ground out of 2,brisbane,unfurnished,bachelors/family,1,contact owner,apt. 567,6,teresa service way,ground,dr.,aaron,wallace,m,0472.506.375,harriskyle@example.com
2022-06-08,2,571.0,800,2 out of 4,brisbane,unfurnished,bachelors/family,2,contact owner,suite 089,258,linda spur,promenade,nan,michelle,roberts,u,(08) 3963 8088,wilsonamy@example.net
2022-06-20,1,566.0,480,2 out of 3,brisbane,furnished,bachelors/family,1,contact owner,unit 11,45,rachel subway,artery,nan,jody,adams,u,0427-443-979,dmueller@example.net
2022-05-27,3,578.0,900,2 out of 3,brisbane,furnished,bachelors/family,2,contact owner,apt. 581,6,christensen frontage,intersection,dr.,david,sullivan,m,07.5705.9080,lwilliams@example.com
2022-06-20,3,577.0,1450,ground out of 2,brisbane,semi-furnished,bachelors/family,3,contact owner,631/,47,walker way,estate,dr.,karen,barnes,f,0467.491.162,emorgan@example.net
2022-06-20,1,564.0,400,ground out of 3,brisbane,unfurnished,bachelors/family,1,contact owner,level 4,61,amy route,lane,dr.,alicia,gray,f,0436-849-095,chapmanwilliam@example.org
2022-05-18,2,570.0,700,1 out of 2,brisbane,semi-furnished,bachelors/family,2,contact owner,suite 039,81,garcia corso,strip,mrs.,andrea,gibson,f,0449-473-816,kyle91@example.org
2022-05-16,1,572.0,450,3 out of 3,brisbane,furnished,bachelors/family,1,contact owner,9/,56,guzman street,rise,dr.,timothy,murphy,m,11356475,lisa95@example.net
2022-06-16,3,581.0,773,2 out of 12,brisbane,semi-furnished,bachelors,2,contact agent,unit 57,25,collins pass,thoroughfare,mr.,jeremy,barnes,m,+61 8 8699 6376,whowell@example.net
2022-05-27,2,568.0,1200,1 out of 2,brisbane,semi-furnished,bachelors/family,2,contact owner,flat 36,51,lopez ring,ride,nan,marcus,smith,u,(02) 7590 3012,michael91@example.net
2022-05-27,2,574.0,1000,2 out of 3,brisbane,unfurnished,bachelors/family,2,contact owner,2/,9,eric wade,ronde,dr.,lisa,sheppard,f,(02)-5098-7439,kandrade@example.com
2022-06-10,1,565.0,150,2 out of 3,brisbane,unfurnished,bachelors/family,1,contact owner,flat 99,585,tonya centreway,roadside,nan,charles,carter,u,0717-8662,morenoalyssa@example.org
2022-06-04,2,571.0,865,1 out of 5,brisbane,semi-furnished,bachelors/family,2,contact owner,flat 54,1,johnson brace,point,nan,anna,white,u,+61.472.651.692,tiffany23@example.com
2022-05-23,2,581.0,800,2 out of 3,brisbane,semi-furnished,bachelors/family,1,contact owner,unit 47,46,kimberly crossing,plaza,nan,janet,harper,u,+61 2 1688 5192,adam74@example.org
2022-05-31,1,565.0,200,ground out of 4,brisbane,semi-furnished,bachelors/family,1,contact owner,level 6,1,phillip line,concourse,dr.,amy,whitehead,f,71269916,hansennicholas@example.net
2022-06-02,1,569.0,600,1 out of 4,brisbane,unfurnished,bachelors,2,contact owner,088/,6,jenna trail,right of way,mrs.,joanna,brown,f,9197 3668,thomasjoanna@example.com
2022-06-14,3,606.0,1840,5 out of 14,brisbane,semi-furnished,bachelors/family,2,contact agent,suite 350,27,robert deviation,ramble,nan,stephanie,rangel,u,(08).1298.5740,christopher32@example.net
2022-06-04,2,568.0,800,2 out of 4,brisbane,semi-furnished,bachelors/family,2,contact owner,apt. 160,1,washington garden,parkway,mrs.,tanya,gutierrez,f,0415-736-106,rebekahwilliams@example.net
2022-06-20,3,594.0,1600,2 out of 4,brisbane,semi-furnished,family,2,contact agent,unit 15,6,terry highroad,gardens,mrs.,wanda,wilson,f,0437 340 245,andrew95@example.com
2022-05-27,2,571.0,950,1 out of 2,brisbane,semi-furnished,bachelors/family,2,contact owner,unit 02,84,kathryn ridge,piazza,dr.,tracey,gibson,f,+61 438 460 355,iroberts@example.org
2022-06-07,2,571.0,905,3 out of 6,brisbane,semi-furnished,family,2,contact owner,flat 59,7,miles bypass,byway,nan,patricia,santiago,u,+61-465-184-519,gglover@example.net
2022-04-28,3,581.0,1200,ground out of 1,brisbane,semi-furnished,bachelors,2,contact owner,suite 539,261,jones cutting,mount,nan,nathan,santos,u,02-6464-1507,mckenziejackson@example.org
2022-06-11,3,572.0,1000,1 out of 2,brisbane,semi-furnished,bachelors/family,1,contact owner,1/,40,boyd green,ramble,dr.,amanda,jones,f,+61-401-866-707,rodriguezveronica@example.com
2022-05-10,1,565.0,600,ground out of 4,brisbane,semi-furnished,bachelors/family,1,contact owner,338/,4,brandon terrace,elbow,mr.,roger,rodriguez,m,+61-477-816-848,mcdonaldjoseph@example.com
2022-05-31,2,566.0,1000,ground out of 3,brisbane,semi-furnished,bachelors/family,2,contact owner,74/,7,jennifer hill,gully,ms.,kathryn,small,f,(03)01787900,jonesana@example.org
2022-05-23,1,565.0,600,1 out of 2,brisbane,semi-furnished,bachelors/family,1,contact owner,level 8,5,jacqueline anchorage,way,ms.,elizabeth,jennings,f,(07)-6440-2555,fmiller@example.net
2022-05-31,2,583.0,1100,2 out of 5,brisbane,semi-furnished,bachelors/family,2,contact owner,5/,4,theodore pathway,interchange,nan,david,long,u,0470-580-451,christian72@example.com
2022-06-04,1,563.0,300,ground out of 2,brisbane,unfurnished,bachelors/family,1,contact owner,9/,88,jose upper,part,mr.,alfred,ramirez,m,(02) 5350 2410,jeffrey34@example.com
2022-05-23,2,574.0,800,1 out of 4,brisbane,furnished,bachelors/family,1,contact owner,apt. 972,30,daniel causeway,lower,mr.,hunter,torres,m,0885832260,cruzjoseph@example.org
2022-05-23,2,568.0,535,3 out of 4,brisbane,unfurnished,bachelors/family,1,contact owner,062/,4,james arcade,elbow,mr.,john,smith,m,+61-7-3885-5596,dukenancy@example.net
2022-06-15,2,568.0,800,1 out of 3,brisbane,unfurnished,bachelors/family,2,contact owner,level 2,519,kim extension,ramp,mr.,eric,medina,m,02.7675.8781,crystal11@example.org
2022-05-05,3,582.0,1159,4 out of 5,brisbane,unfurnished,bachelors/family,2,contact owner,flat 93,7,william motorway,basin,mr.,gordon,russell,m,0774775351,gwilcox@example.com
2022-05-25,1,564.0,50,ground out of 4,brisbane,semi-furnished,bachelors,1,contact owner,342/,43,kevin place,rotary,nan,brady,cook,u,0761453398,williamsonsara@example.com
2022-05-14,2,573.0,700,2 out of 3,brisbane,unfurnished,bachelors/family,1,contact owner,4/,23,washington gully,loop,mr.,caleb,leblanc,m,+61-450-168-199,sanchezpeter@example.org
2022-05-31,1,574.0,550,4 out of 5,brisbane,semi-furnished,bachelors,1,contact agent,499/,8,yoder nook,triangle,nan,barbara,johnston,u,(07).7884.3364,dball@example.org
2022-06-04,1,564.0,700,2 out of 4,brisbane,semi-furnished,bachelors/family,1,contact owner,643/,9,alexis courtyard,colonnade,dr.,cole,thomas,m,07 7242 0825,petersonbrenda@example.com
2022-06-23,2,572.0,600,1 out of 5,brisbane,unfurnished,bachelors/family,2,contact owner,37/,5,anthony circus,parade,ms.,stephanie,payne,f,0864808020,chanjoshua@example.org
2022-05-27,2,565.0,600,1 out of 4,brisbane,semi-furnished,bachelors/family,1,contact owner,3/,82,robert ronde,foreshore,nan,nichole,garza,u,+61784363368,jeffersonvanessa@example.net
2022-06-14,2,578.0,1000,2 out of 4,brisbane,semi-furnished,bachelors/family,1,contact owner,suite 978,24,katie crossway,anchorage,nan,leslie,baxter-foote,u,(02) 7417 8189,curtis52@example.net
2022-05-19,2,581.0,1100,2 out of 2,brisbane,semi-furnished,bachelors/family,3,contact owner,suite 002,86,jones parkway,break,dr.,charles,foster,m,0481 821 577,thomas29@example.com
2022-06-25,2,574.0,990,1 out of 4,brisbane,unfurnished,bachelors/family,2,contact owner,15/,158,matthew right of way,fairway,mrs.,melissa,miller,f,(08)-2827-8610,skinnermichael@example.org
2022-05-01,2,574.0,1300,ground out of 2,brisbane,furnished,bachelors/family,2,contact owner,flat 27,79,rick riviera,road,nan,greg,garrett,u,08 5597 5260,morrisdouglas@example.net
2022-06-20,1,570.0,550,2 out of 3,brisbane,semi-furnished,bachelors/family,1,contact owner,8/,5,turner approach,circle,mr.,michael,guzman,m,5292-2969,travisrodgers@example.org
2022-06-07,3,574.0,1360,5 out of 9,brisbane,semi-furnished,bachelors/family,2,contact owner,unit 39,41,chad interchange,break,nan,roy,thompson,u,+61 2 2917 2326,epittman@example.net
2022-06-01,2,571.0,600,2 out of 4,brisbane,semi-furnished,bachelors,2,contact owner,unit 77,159,george plateau,quadrant,nan,erin,thomas,u,+61350327766,torresluke@example.com
2022-05-04,2,578.0,1200,ground out of 12,brisbane,semi-furnished,bachelors/family,2,contact owner,8/,407,julie ridgeway,roadside,dr.,james,greene,m,4695.3367,thomascynthia@example.org
2022-05-14,2,574.0,1050,1 out of 5,brisbane,semi-furnished,bachelors/family,2,contact owner,949/,54,johnny roadway,alley,nan,kimberly,crawford,u,+61-8-4842-1383,tom89@example.org
2022-06-23,2,571.0,840,2 out of 4,brisbane,semi-furnished,bachelors/family,2,contact owner,flat 19,49,gregory elbow,expressway,ms.,taylor,cunningham,f,02-6070-7279,weissmark@example.net
2022-05-23,2,565.0,900,1 out of 3,brisbane,semi-furnished,bachelors/family,1,contact owner,6/,53,glover circlet,pathway,mrs.,allison,tate,f,+61.2.4638.7613,barnesanthony@example.net
2022-05-22,2,606.0,1300,2 out of 4,brisbane,semi-furnished,bachelors/family,2,contact agent,flat 88,14,jose highroad,wynd,mr.,james,steele,m,0455-450-480,inelson@example.org
2022-05-30,2,571.0,600,2 out of 3,brisbane,unfurnished,bachelors/family,1,contact owner,6/,9,edwards corner,bypass,mrs.,rebecca,clements,f,02 1041 6430,crystalgallagher@example.com
2022-05-20,2,576.0,900,3 out of 5,brisbane,semi-furnished,bachelors/family,1,contact agent,54/,77,michael brae,ride,mr.,randy,cobb,m,+61.489.187.384,christopher35@example.net
2022-05-20,2,585.0,1100,2 out of 5,brisbane,semi-furnished,bachelors/family,2,contact agent,apt. 109,425,bruce quadrant,link,mrs.,alison,ray,f,(03).6063.5506,rking@example.net
2022-05-20,2,587.0,1100,2 out of 10,brisbane,semi-furnished,bachelors/family,2,contact agent,7/,64,tonya gates,quay,mrs.,holly,evans,f,07.2611.4357,ujacobson@example.org
2022-06-08,1,564.0,600,2 out of 3,brisbane,unfurnished,bachelors/family,1,contact owner,10/,6,ian triangle,round,nan,adam,bird,u,(08)27189116,kayla73@example.net
2022-05-31,2,578.0,1250,1 out of 2,brisbane,unfurnished,bachelors,2,contact owner,suite 267,6,maldonado dell,rosebowl,mrs.,vickie,king,f,8014 2676,cory42@example.com
2022-06-16,1,568.0,415,3 out of 3,brisbane,semi-furnished,bachelors/family,1,contact agent,flat 61,16,roberts dell,triangle,mr.,keith,sanders,m,+61 442 958 137,amyjohnson@example.com
2022-06-04,3,605.0,1200,1 out of 4,brisbane,furnished,bachelors/family,3,contact owner,92/,2,nancy break,park,dr.,anne,burns,f,(03)-7116-9246,travis07@example.net
2022-05-18,3,583.0,1200,4 out of 4,brisbane,unfurnished,bachelors,2,contact owner,958/,440,west trail,view,dr.,angel,gonzalez,f,03 8229 8983,devin65@example.net
2022-06-23,2,578.0,1000,2 out of 4,brisbane,semi-furnished,family,2,contact owner,unit 15,18,emily mount,esplanade,nan,gwendolyn,burch,u,02.0260.2501,moodykevin@example.net
2022-05-27,2,585.0,1300,3 out of 4,brisbane,furnished,bachelors/family,2,contact owner,flat 61,7,jo motorway,wade,nan,wanda,larsen,u,+61.3.0931.7732,jonesmonica@example.com
2022-04-28,2,581.0,1150,2 out of 4,brisbane,unfurnished,bachelors/family,2,contact owner,suite 269,60,bradley trailer,viaduct,nan,cheryl,herrera,u,+61 8 8680 3197,caseysmith@example.net
2022-06-04,2,577.0,1000,3 out of 4,brisbane,semi-furnished,bachelors/family,2,contact owner,suite 931,30,craig tor,boulevard,dr.,sydney,velez,f,+61-421-850-094,gonzalezdesiree@example.org
2022-06-09,2,587.0,1100,2 out of 5,brisbane,semi-furnished,bachelors/family,2,contact owner,level 7,50,jacob nook,dell,ms.,julie,leslie-osborne,f,0423.840.459,ebutler@example.net
2022-05-14,1,567.0,500,1 out of 3,brisbane,semi-furnished,bachelors/family,1,contact owner,unit 94,86,elizabeth stairs,road,dr.,bryan,wang,m,03 8122 7626,rossjason@example.org
2022-06-19,1,563.0,300,ground out of 2,brisbane,semi-furnished,bachelors/family,1,contact owner,unit 36,58,william alley,thoroughfare,nan,andrea,hernandez,u,(03)62016327,copelanderin@example.net
2022-06-12,1,562.0,500,2 out of 3,brisbane,semi-furnished,bachelors/family,1,contact owner,suite 375,648,walker boulevard,gardens,mrs.,roberta,stewart,f,(07).5350.4157,pruittjulie@example.org
2022-05-11,2,576.0,1200,ground out of 1,brisbane,unfurnished,bachelors,2,contact owner,suite 895,3,ingram pathway,nook,dr.,sandra,newman,f,03-3013-7677,ericcooper@example.com
2022-05-10,3,591.0,1281,2 out of 4,brisbane,semi-furnished,bachelors/family,3,contact owner,apt. 805,3,robertson crossway,river,mr.,sean,mcmahon,m,(07)30154601,msmith@example.org
2022-05-23,2,578.0,1450,ground out of 2,brisbane,semi-furnished,bachelors/family,2,contact owner,25/,585,christine quadrangle,laneway,nan,ishita,ramesh,u,0161.2730,codytran@example.net
2022-06-16,1,571.0,600,3 out of 3,brisbane,semi-furnished,bachelors,1,contact agent,unit 97,1,john avenue,common,miss,yasmin,ganesan,f,+61-432-189-087,scottmiller@example.net
2022-06-04,2,581.0,980,3 out of 4,brisbane,furnished,family,2,contact owner,suite 467,2,willis viaduct,range,nan,jeremy,harmon,u,+61 8 8847 6290,walvarez@example.com
2022-05-23,3,587.0,1500,1 out of 7,brisbane,semi-furnished,bachelors,3,contact agent,237/,3,montgomery anchorage,terrace,mrs.,gloria,wagner,f,8248 9119,dbriggs@example.net
2022-06-22,1,565.0,600,ground out of 2,brisbane,unfurnished,bachelors,1,contact owner,apt. 228,51,cox key,parkway,mrs.,jennifer,curry,f,(02).3766.9540,myersmary@example.net
2022-05-25,2,573.0,1100,ground out of 2,brisbane,semi-furnished,bachelors/family,2,contact owner,apt. 254,45,jesus strand,street,mr.,john,hodges,m,0694.9756,samuel74@example.com
2022-05-31,2,581.0,1100,1 out of 5,brisbane,semi-furnished,bachelors,2,contact owner,level 9,3,kelly grange,steps,mr.,david,eaton,m,4843 4635,christopherbooth@example.com
2022-06-12,2,582.0,1100,2 out of 5,brisbane,unfurnished,bachelors/family,2,contact owner,apt. 942,0,andrew reach,wade,mr.,kevin,kim,m,+61-470-485-639,scottdaniel@example.net
2022-05-27,2,574.0,700,1 out of 2,brisbane,semi-furnished,bachelors/family,2,contact owner,unit 82,63,gary line,path,nan,bailey,monroe,u,(02)71575846,hgarcia@example.org
2022-05-23,2,568.0,700,1 out of 3,brisbane,unfurnished,bachelors/family,2,contact owner,level 6,85,ortiz brow,point,mrs.,kathy,gomez,f,(02)-7775-9411,david46@example.net
2022-05-24,2,570.0,1200,2 out of 3,brisbane,semi-furnished,bachelors/family,1,contact owner,unit 73,42,mcdonald interchange,cove,nan,jamie,smith,u,02.6008.4520,patriciaschneider@example.net
2022-04-30,3,583.0,1450,ground out of 4,brisbane,semi-furnished,bachelors/family,3,contact owner,apt. 809,6,daniel strip,thoroughfare,mr.,hunter,cardenas,m,+61.491.823.629,ryan81@example.net
2022-05-01,2,569.0,700,ground out of 2,brisbane,semi-furnished,family,1,contact owner,2/,360,jones dale,tollway,dr.,allen,fowler,m,5176.7367,hopkinsjonathan@example.org
2022-05-19,2,571.0,700,1 out of 2,brisbane,semi-furnished,bachelors/family,2,contact owner,suite 040,1,gomez alleyway,place,mr.,mark,johnson,m,25266338,brownkristin@example.org
2022-05-27,2,574.0,1200,ground out of 1,brisbane,semi-furnished,bachelors/family,2,contact owner,93/,163,bethany court,front,miss,amanda,salazar,f,07.5938.5112,stricklandbrandon@example.org
2022-05-27,2,585.0,600,3 out of 5,brisbane,semi-furnished,bachelors/family,2,contact owner,782/,277,garza intersection,crossway,dr.,jillian,lewis,f,+61-410-962-550,lleonard@example.org
2022-05-27,1,564.0,600,3 out of 5,brisbane,semi-furnished,bachelors/family,1,contact owner,level 4,5,denise extension,centreway,mr.,christopher,hinton,m,2442-4136,stephensondonna@example.com
